"","time","country","reported_cases","reported_cases_cumulative","predicted_infections_mean_cumulative","predicted_infections_lower_CI_95_cumulative","predicted_infections_higher_CI_95_cumulative","predicted_infections_mean","predicted_infections_lower_CI_95","predicted_infections_higher_CI_95_cumulative","reported_deaths","reported_deaths_cumulative","estimated_deaths_mean_cumulative","estimated_deaths_lower_CI_95_cumulative","estimated_deaths_higher_CI_95_cumulative","estimated_deaths_mean","estimated_deaths_lower_CI_95","estimated_deaths_higher_CI_95","mean_time_varying_reproduction_number_R(t)","time_varying_reproduction_number_R(t)_lower_CI_95","time_varying_reproduction_number_R(t)_higher_CI_95"
"56",2020-04-16,"Denmark",170,6681,53142.1474921385,37219.9443551632,74337.7693738135,563.032374325994,314.028183081206,922.659636725749,10,309,317.497470186049,255.569024670159,393.335284182529,12.9256414278156,10.8814744823716,15.2182723562548,0.75153370745888,0.645045745888147,0.857059279332637
"57",2020-04-17,"Denmark",198,6879,53684.7283956471,37516.7414208296,75243.5239013546,542.580903508622,296.797065666369,905.754527541118,12,321,330.116517331833,266.165289211735,408.257306336518,12.6190471457838,10.5962645415752,14.9220221539883,0.751458721650431,0.645003028343464,0.856934477017907
"58",2020-04-18,"Denmark",194,7073,54207.6391920645,37797.7400006787,76126.8657155051,522.910796417354,280.998579849106,883.341814150537,15,336,342.416111743686,276.453185246965,422.826656482049,12.2995944118533,10.2878960352303,14.569350145531,0.751386412624762,0.644962731664958,0.856812340850614
"59",2020-04-19,"Denmark",169,7242,54711.6301691003,38063.2201018145,76992.1969067667,503.990977035865,265.480101135833,865.331191261508,10,346,354.386682582898,286.420772252429,437.072830929729,11.9705708392112,9.96758700546391,14.2461744476803,0.751316679772476,0.644924718870329,0.856692815969701
"60",2020-04-20,"Denmark",142,7384,55197.4218104512,38314.2892797106,77837.0951313961,485.791641350878,251.0691778961,844.898224629414,9,355,366.021259362,296.043619119594,450.991272345517,11.6345767791028,9.6228468671648,13.9184414157876,0.751249426422657,0.644888860704927,0.8565758485526
"61",2020-04-21,"Denmark",131,7515,55665.706015089,38551.7172915904,78663.1537248381,468.284204637796,237.42801187983,826.05859344207,9,364,377.315343939414,305.318468239049,464.633563624163,11.2940845774138,9.27484911945509,13.6422912786462,0.751184559684215,0.644855035208386,0.856461385799518
"62",2020-04-22,"Denmark",180,7695,56117.1472659687,38775.9271628387,79472.0194532364,451.441250879671,224.209871248261,808.865728398213,6,370,388.268208995871,314.245787458732,477.946763078405,10.952865056457,8.92731921968316,13.3131994542427,0.751121990293686,0.644823127305284,0.856349375917783
"63",2020-04-23,"Denmark",217,7912,56552.3837502196,38987.2123217111,80261.6925083523,435.236484250878,211.285158872411,789.673055115935,14,384,398.879196965579,322.812705790383,490.960273177859,10.6109879697078,8.56691833165119,13.0135100994533,0.75106163246924,0.644793028418515,0.856239768106254
"64",2020-04-24,"Denmark",161,8073,56972.0284328118,39186.6208678799,81031.9983878146,419.644682592223,199.40854616879,770.30587946231,10,394,409.152902515698,331.030672354879,503.678480906623,10.2737055501195,8.21796656449564,12.7182077287642,0.751003403770661,0.644764636104137,0.856132512539814
"65",2020-04-25,"Denmark",137,8210,57376.6700856148,39375.5308748412,81783.0782456241,404.641652802986,188.910006961273,751.079857809457,9,403,419.094732272292,338.888892175852,516.13798300244,9.94182975659349,7.85821982097361,12.4595020958166,0.750947224965031,0.644737853706552,0.856027560353936
"66",2020-04-26,"Denmark",235,8445,57766.8742736909,39554.1799006841,82515.3549139812,390.204188076151,178.649025842928,732.27666835717,15,418,428.705653202022,346.406312616725,528.313186668572,9.6109209297304,7.51742044087296,12.1752036661321,0.750893019897913,0.644712590032878,0.855924863629355
"67",2020-04-27,"Denmark",130,8575,58143.1843005957,39723.0189050782,83228.7997345738,376.31002690475,168.839004394116,713.444820592625,4,422,437.995298328512,353.556529903385,540.238819974281,9.28964512648954,7.15021728666005,11.9256333057094,0.750840715369799,0.644688759045496,0.855824375376827
"68",2020-04-28,"Denmark",123,8698,58506.1221143851,39882.2902760924,83928.0035473215,362.937813789392,159.271371014139,699.203812747609,5,427,446.964708453295,360.370586350214,551.893553091939,8.96941012478265,6.81405644682842,11.6547331176579,0.750790241017605,0.644666279571751,0.855726049522004
"69",2020-04-29,"Denmark",153,8851,58856.1891759644,40031.6790065554,84610.5449865443,350.067061579337,149.388730463033,682.541439222838,7,434,455.624983581637,366.868040985912,563.284241540364,8.66027512834231,6.49745463569799,11.3906884484248,0.750741529201021,0.644645075029873,0.855629840890418
"70",2020-04-30,"Denmark",157,9008,59193.8672913461,40173.1702477854,85276.8323989978,337.678115381758,141.491241230023,666.287412453509,9,443,463.983394845305,373.036101934305,574.411666841699,8.35841126366847,6.16806094839304,11.1274253013351,0.750694514893497,0.644625073170236,0.855535705192587
"71",2020-05-01,"Denmark",150,9158,59519.6194093223,40307.1603875327,85927.15477832,325.752117976164,133.990139747255,650.322379322166,9,452,472.051419772594,378.907947357014,585.296356690279,8.06802492728836,5.87184542270944,10.8846898485804,0.750649135577701,0.644606205831093,0.855443599009243
"72",2020-05-02,"Denmark",153,9311,59833.8903859955,40433.2825759518,86561.7516720321,314.270976673155,126.12218841917,634.596893712156,8,460,479.835413234712,384.493932614658,595.91128590108,7.78399346211828,5.58598525764412,10.6149292108009,0.750605331145244,0.644588408707995,0.855353479776692
"73",2020-05-03,"Denmark",96,9407,60137.1077175544,40552.66484704,87180.7811910238,303.217331558898,119.38227108812,619.029518991707,15,475,487.343336483829,389.811314662627,606.288317353038,7.50792324911739,5.31738204796842,10.377031451958,0.750563043800506,0.644571621136144,0.855265305772311
"74",2020-01-27,"Italy",0,0,32.0878669932676,14.9512969619608,62.6928398649681,32.0878669932676,14.9512969619608,62.6928398649681,0,0,3.20878669932676e-14,1.49512969619608e-14,6.26928398649681e-14,3.20878669932676e-14,1.49512969619608e-14,6.26928398649681e-14,3.72132527923935,3.32999706951464,4.0982650903881
"75",2020-01-28,"Italy",0,0,64.1757339865353,29.9025939239216,125.385679729936,32.0878669932676,14.9512969619608,62.6928398649681,0,0,3.95302610459951e-07,1.86442443621094e-07,7.5769529281327e-07,3.95302578372084e-07,1.86442428669797e-07,7.5769523012043e-07,3.72132527923935,3.32999706951464,4.0982650903881
"76",2020-01-29,"Italy",0,0,96.2636009798029,44.8538908858824,188.078519594904,32.0878669932676,14.9512969619608,62.6928398649681,0,0,1.66027083237154e-05,7.83058201908278e-06,3.18231997277509e-05,1.62074057132555e-05,7.64413957546169e-06,3.10655044349376e-05,3.72132527923935,3.32999706951464,4.0982650903881
"77",2020-01-30,"Italy",0,0,128.351467973071,59.8051878478433,250.771359459873,32.0878669932676,14.9512969619608,62.6928398649681,0,0,0.000127287430267899,6.0034462046626e-05,0.000243977864161471,0.000110684721944184,5.22038800275433e-05,0.00021215466443372,3.72132527923935,3.32999706951464,4.0982650903881
"78",2020-01-31,"Italy",3,3,160.439334966338,74.7564848098041,313.464199324841,32.0878669932676,14.9512969619608,62.6928398649681,0,0,0.000573979343828355,0.000270714406443497,0.00110017347419756,0.000446691913560455,0.000210679944396871,0.000856195610036086,3.72132527923935,3.32999706951464,4.0982650903881
"79",2020-02-01,"Italy",0,3,192.527201959606,89.7077817717649,376.157039189809,32.0878669932676,14.9512969619608,62.6928398649681,0,0,0.00176937434082554,0.000834516310740964,0.00339144385008174,0.00119539499699718,0.000563801904297467,0.00229127037588418,3.72132527923935,3.32999706951464,4.0982650903881
"80",2020-02-02,"Italy",0,3,254.960622557521,121.990188692557,488.063637249214,62.4334205979155,32.2824069207926,111.906598059405,0,0,0.0044957762238578,0.00212040974127656,0.00861726785222235,0.00272640188303227,0.00128589343053559,0.00522582400214061,3.72131364568529,3.3299796423942,4.09825955987171
"81",2020-02-03,"Italy",0,3,330.706041055488,161.425144137072,623.18566631276,75.7454184979662,39.4349554445142,135.122029063546,0,0,0.00980822606934445,0.00462604038607795,0.018799795580728,0.00531244984548665,0.00250563064480139,0.0101825277285057,3.72130986249155,3.32997449138653,4.09825754803829
